Search Number,Elapsed Time (s)
346,0.000044
347,0.000042
348,0.000043
349,0.000040
350,0.000044
351,0.000043
352,0.000044
353,0.000043
354,0.000043
355,0.000045
356,0.000042
357,0.000043
358,0.000044
359,0.000043
360,0.000044
361,0.000043
362,0.000044
363,0.000041
364,0.000043
365,0.000043
366,0.000043
367,0.000042
368,0.000040
369,0.000043
370,0.000043
371,0.000043
372,0.000043
373,0.000042
374,0.000040
375,0.000042
376,0.000043
377,0.000043
378,0.000042
379,0.000040
380,0.000042
381,0.000041
382,0.000043
383,0.000043
384,0.000042
385,0.000042
386,0.000043
387,0.000043
388,0.000041
389,0.000043
390,0.000043
391,0.000043
392,0.000043
393,0.000043
394,0.000041
395,0.000041
396,0.000042
397,0.000043
398,0.000044
399,0.000044
400,0.000051
401,0.000044
402,0.000043
403,0.000043
404,0.000053
405,0.000044
406,0.000043
407,0.000045
408,0.000043
409,0.000044
410,0.000043
411,0.000044
412,0.000042
413,0.000043
414,0.000042
415,0.000044
416,0.000043
417,0.000040
418,0.000042
419,0.000043
420,0.000043
421,0.000041
422,0.000042
423,0.000044
424,0.000043
425,0.000043
426,0.000043
427,0.000042
428,0.000043
429,0.000044
430,0.000042
431,0.000042
432,0.000042
433,0.000043
434,0.000043
435,0.000043
436,0.000045
437,0.000042
438,0.000044
439,0.000044
440,0.000041
441,0.000044
442,0.000043
443,0.000043
444,0.000042
445,0.000042
446,0.000042
447,0.000044
448,0.000043
449,0.000042
450,0.000043
451,0.000042
452,0.000043
453,0.000043
454,0.000042
455,0.000060
456,0.000044
457,0.000042
458,0.000043
459,0.000041
460,0.000043
461,0.000043
462,0.000039
463,0.000044
464,0.000042
465,0.000043
466,0.000039
467,0.000043
468,0.000042
469,0.000043
470,0.000052
471,0.000045
472,0.000043
473,0.000042
474,0.000044
475,0.000041
476,0.000044
477,0.000043
478,0.000043
479,0.000044
480,0.000042
481,0.000044
482,0.000043
483,0.000043
484,0.000040
485,0.000038
486,0.000043
487,0.000042
488,0.000044
489,0.000043
490,0.000044
491,0.000043
492,0.000042
493,0.000041
494,0.000043
495,0.000042
496,0.000042
497,0.000042
498,0.000043
499,0.000043
500,0.000043
