Search Number,Elapsed Time (s)
200,0.000046
201,0.000040
202,0.000041
203,0.000045
204,0.000045
205,0.000048
206,0.000043
207,0.000045
208,0.000043
209,0.000040
210,0.000031
211,0.000030
212,0.000031
213,0.000041
214,0.000034
215,0.000034
216,0.000035
217,0.000033
218,0.000041
219,0.000061
220,0.000046
221,0.000051
222,0.000045
223,0.000044
224,0.000036
225,0.000034
226,0.000034
227,0.000034
228,0.000034
229,0.000034
230,0.000034
231,0.000034
232,0.000034
233,0.000034
234,0.000033
235,0.000034
236,0.000034
237,0.000034
238,0.000033
239,0.000034
240,0.000033
241,0.000033
242,0.000034
243,0.000034
244,0.000033
245,0.000034
246,0.000034
247,0.000034
248,0.000034
249,0.000034
250,0.000034
251,0.000034
252,0.000035
253,0.000034
254,0.000033
255,0.000034
256,0.000034
257,0.000033
258,0.000041
259,0.000052
260,0.000044
261,0.000045
262,0.000041
263,0.000043
264,0.000044
265,0.000053
266,0.000045
267,0.000051
268,0.000046
269,0.000072
270,0.000045
271,0.000048
272,0.000046
273,0.000052
274,0.000050
275,0.000045
276,0.000052
277,0.000045
278,0.000050
279,0.000045
280,0.000051
281,0.000045
282,0.000045
283,0.000094
284,0.000048
285,0.000042
286,0.000041
287,0.000038
288,0.000040
289,0.000044
290,0.000044
291,0.000050
292,0.000043
293,0.000050
294,0.000045
295,0.000051
296,0.000046
297,0.000037
298,0.000036
299,0.000035
300,0.000035
301,0.000040
302,0.000233
303,0.000038
304,0.000038
305,0.000033
306,0.000035
307,0.000031
308,0.000031
309,0.000036
310,0.000036
311,0.000034
312,0.000037
313,0.000035
314,0.000034
315,0.000051
316,0.000036
317,0.000036
318,0.000037
319,0.000035
320,0.000034
321,0.000037
322,0.000035
323,0.000035
324,0.000035
325,0.000035
326,0.000035
327,0.000034
328,0.000034
329,0.000047
330,0.000037
331,0.000034
332,0.000033
333,0.000033
334,0.000040
335,0.000035
336,0.000033
337,0.000033
338,0.000032
339,0.000032
340,0.000032
341,0.000033
342,0.000034
343,0.000043
344,0.000047
345,0.000045
346,0.000045
347,0.000046
348,0.000043
349,0.000044
350,0.000044
351,0.000044
352,0.000045
353,0.000053
354,0.000047
355,0.000046
356,0.000046
357,0.000055
358,0.000043
359,0.000043
360,0.000045
361,0.000045
362,0.000044
363,0.000045
364,0.000045
365,0.000044
366,0.000044
367,0.000132
368,0.000046
369,0.000042
370,0.000043
371,0.000041
372,0.000037
373,0.000035
374,0.000035
375,0.000035
376,0.000036
377,0.000035
378,0.000035
379,0.000035
380,0.000035
381,0.000035
382,0.000034
383,0.000053
384,0.000036
385,0.000034
386,0.000035
387,0.000034
388,0.000034
389,0.000038
390,0.000054
391,0.000042
392,0.000054
393,0.000046
394,0.000055
395,0.000045
396,0.000046
397,0.000046
398,0.000047
399,0.000052
400,0.000046
401,0.000056
402,0.000046
403,0.000045
404,0.000046
405,0.000045
406,0.000054
407,0.000044
408,0.000045
409,0.000045
410,0.000044
411,0.000045
412,0.000042
413,0.000044
414,0.000042
415,0.000043
416,0.000042
417,0.000046
418,0.000044
419,0.000044
420,0.000067
421,0.000044
422,0.000048
423,0.000051
424,0.000046
425,0.000051
426,0.000050
427,0.000044
428,0.000052
429,0.000043
430,0.000040
431,0.000043
432,0.000044
433,0.000043
434,0.000045
435,0.000045
436,0.000045
437,0.000044
438,0.000045
439,0.000042
440,0.000044
441,0.000042
442,0.000050
443,0.000044
444,0.000413
445,0.000051
446,0.000044
447,0.000044
448,0.000048
449,0.000057
450,0.000044
451,0.000045
452,0.000046
453,0.000044
454,0.000044
455,0.000045
456,0.000059
457,0.000045
458,0.000052
459,0.000044
460,0.000056
461,0.000082
462,0.000046
463,0.000045
464,0.000046
465,0.000044
466,0.000041
467,0.000045
468,0.000044
469,0.000043
470,0.000045
471,0.000045
472,0.000044
473,0.000044
474,0.000043
475,0.000044
476,0.000043
477,0.000044
478,0.000045
479,0.000037
480,0.000033
481,0.000032
482,0.000042
483,0.000045
484,0.000045
485,0.000044
486,0.000037
487,0.000033
488,0.000042
489,0.000045
490,0.000045
491,0.000043
492,0.000044
493,0.000045
494,0.000042
495,0.000044
496,0.000045
497,0.000043
498,0.000045
499,0.000045
500,0.000044
501,0.000045
502,0.000046
503,0.000035
504,0.000033
505,0.000035
506,0.000042
507,0.000043
508,0.000044
509,0.000044
510,0.000044
511,0.000045
512,0.000043
513,0.000045
514,0.000046
515,0.000044
516,0.000043
517,0.000075
518,0.000046
519,0.000045
520,0.000044
521,0.000043
522,0.000061
523,0.000039
524,0.000055
525,0.000056
526,0.000047
527,0.000045
528,0.000036
529,0.000044
530,0.000034
531,0.000043
532,0.000045
533,0.000033
534,0.000042
535,0.000043
536,0.000032
537,0.000030
538,0.000038
539,0.000045
540,0.000266
541,0.000043
542,0.000037
543,0.000034
544,0.000034
545,0.000034
546,0.000032
547,0.000032
548,0.000032
549,0.000031
550,0.000033
551,0.000033
552,0.000032
553,0.000033
554,0.000032
555,0.000032
556,0.000048
557,0.000049
558,0.000057
559,0.000051
560,0.000045
561,0.000049
562,0.000048
563,0.000045
564,0.000059
565,0.000048
566,0.000046
567,0.000049
568,0.000045
569,0.000048
570,0.000046
571,0.000044
572,0.000047
573,0.000048
574,0.000036
575,0.000045
576,0.000049
577,0.000040
578,0.000043
579,0.000039
580,0.000044
581,0.000044
582,0.000046
583,0.000038
584,0.000049
585,0.000038
586,0.000047
587,0.000050
588,0.000046
589,0.000049
590,0.000040
591,0.000045
592,0.000050
593,0.000042
594,0.000044
595,0.000035
596,0.000054
597,0.000046
598,0.000042
599,0.000044
600,0.000046
601,0.000045
602,0.000045
603,0.000043
604,0.000044
605,0.000035
606,0.000048
607,0.000046
608,0.000048
609,0.000037
610,0.000043
611,0.000044
612,0.000050
613,0.000044
614,0.000033
615,0.000043
616,0.000044
617,0.000052
618,0.000050
619,0.000042
620,0.000036
621,0.000043
622,0.000044
623,0.000051
624,0.000045
625,0.000050
626,0.000043
627,0.000044
628,0.000039
629,0.000047
630,0.000045
631,0.000050
632,0.000046
633,0.000045
634,0.000042
635,0.000039
636,0.000045
637,0.000049
638,0.000045
639,0.000038
640,0.000049
641,0.000047
642,0.000052
643,0.000046
644,0.000041
645,0.000045
646,0.000050
647,0.000044
648,0.000045
649,0.000039
650,0.000044
651,0.000053
652,0.000044
653,0.000048
654,0.000052
655,0.000043
656,0.000045
657,0.000039
658,0.000044
659,0.000045
660,0.000059
661,0.000046
662,0.000052
663,0.000046
664,0.000044
665,0.000046
666,0.000046
667,0.000043
668,0.000042
669,0.000041
670,0.000044
671,0.000044
672,0.000045
673,0.000044
674,0.000040
675,0.000035
676,0.000031
677,0.000035
678,0.000033
679,0.000033
680,0.000033
681,0.000034
682,0.000033
683,0.000032
684,0.000033
685,0.000033
686,0.000033
687,0.000030
688,0.000032
689,0.000034
690,0.000033
691,0.000032
692,0.000033
693,0.000032
694,0.000034
695,0.000032
696,0.000032
697,0.000031
698,0.000032
699,0.000032
700,0.000031
701,0.000030
702,0.000029
703,0.000030
704,0.000029
705,0.000028
706,0.000031
707,0.000029
708,0.000030
709,0.000033
710,0.000032
711,0.000033
712,0.000034
713,0.000038
714,0.000036
715,0.000037
716,0.000035
717,0.000034
718,0.000032
719,0.000030
720,0.000029
721,0.000032
722,0.000029
723,0.000029
724,0.000031
725,0.000029
726,0.000044
727,0.000033
728,0.000034
729,0.000032
730,0.000031
731,0.000031
732,0.000033
733,0.000034
734,0.000031
735,0.000032
736,0.000031
737,0.000031
738,0.000030
739,0.000031
740,0.000030
741,0.000057
742,0.000034
743,0.000031
744,0.000058
745,0.000036
746,0.000032
747,0.000031
748,0.000052
749,0.000044
750,0.000032
751,0.000030
752,0.000030
753,0.000032
754,0.000031
755,0.000033
756,0.000030
757,0.000031
758,0.000033
759,0.000033
760,0.000032
761,0.000031
762,0.000040
763,0.000031
764,0.000039
765,0.000043
766,0.000034
767,0.000035
768,0.000034
769,0.000032
770,0.000046
771,0.000034
772,0.000033
773,0.000038
774,0.000033
775,0.000032
776,0.000032
777,0.000044
778,0.000036
779,0.000034
780,0.000033
781,0.000033
782,0.000033
783,0.000032
784,0.000031
785,0.000032
786,0.000033
787,0.000033
788,0.000054
789,0.000041
790,0.000034
791,0.000033
792,0.000034
793,0.000033
794,0.000033
795,0.000032
796,0.000032
797,0.000033
798,0.000033
799,0.000033
800,0.000033
801,0.000033
802,0.000032
803,0.000033
804,0.000032
805,0.000032
806,0.000033
807,0.000044
808,0.000035
809,0.000032
810,0.000032
811,0.000032
812,0.000039
813,0.000037
814,0.000036
815,0.000039
816,0.000039
817,0.000039
818,0.000040
819,0.000042
820,0.000038
821,0.000035
822,0.000041
823,0.000036
824,0.000039
825,0.000037
826,0.000037
827,0.000043
828,0.000040
829,0.000037
830,0.000040
831,0.000039
832,0.000041
833,0.000051
834,0.000042
835,0.000042
836,0.000037
837,0.000033
838,0.000039
839,0.000037
840,0.000037
841,0.000034
842,0.000036
843,0.000036
844,0.000034
845,0.000037
846,0.000039
847,0.000035
848,0.000048
849,0.000039
850,0.000040
851,0.000038
852,0.000034
853,0.000034
854,0.000032
855,0.000039
856,0.000043
857,0.000036
858,0.000041
859,0.000045
860,0.000056
861,0.000045
862,0.000045
863,0.000047
864,0.000043
865,0.000049
866,0.000071
867,0.000042
868,0.000041
869,0.000043
870,0.000038
871,0.000041
872,0.000044
873,0.000044
874,0.000042
875,0.000044
876,0.000042
877,0.000041
878,0.000095
879,0.000047
880,0.000045
881,0.000046
882,0.000045
883,0.000045
884,0.000044
885,0.000043
886,0.000043
887,0.000042
888,0.000042
889,0.000043
890,0.000044
891,0.000044
892,0.000043
893,0.000043
894,0.000044
895,0.000043
896,0.000044
897,0.000043
898,0.000043
899,0.000044
900,0.000043
901,0.000042
902,0.000317
903,0.000060
904,0.000046
905,0.000045
906,0.000043
907,0.000042
908,0.000043
909,0.000044
910,0.000044
911,0.000043
912,0.000043
913,0.000042
914,0.000040
915,0.000043
916,0.000046
917,0.000046
918,0.000046
919,0.000045
920,0.000045
921,0.000044
922,0.000041
923,0.000042
924,0.000042
925,0.000043
926,0.000042
927,0.000043
928,0.000042
929,0.000042
930,0.000042
931,0.000041
932,0.000041
933,0.000033
934,0.000032
935,0.000031
936,0.000031
937,0.000031
938,0.000031
939,0.000031
940,0.000031
941,0.000032
942,0.000031
943,0.000031
944,0.000032
945,0.000032
946,0.000031
947,0.000032
948,0.000039
949,0.000032
950,0.000031
951,0.000032
952,0.000033
953,0.000041
954,0.000039
955,0.000040
956,0.000038
957,0.000038
958,0.000040
959,0.000040
960,0.000039
961,0.000038
962,0.000037
963,0.000055
964,0.000040
965,0.000039
966,0.000043
967,0.000039
968,0.000038
969,0.000039
970,0.000053
971,0.000040
972,0.000043
973,0.000044
974,0.000072
975,0.000046
976,0.000045
977,0.000052
978,0.000053
979,0.000053
980,0.000052
981,0.000052
982,0.000054
983,0.000053
984,0.000053
985,0.000055
986,0.000051
987,0.000051
988,0.000052
989,0.000053
990,0.000051
991,0.000053
992,0.000053
993,0.000053
994,0.000052
995,0.000052
996,0.000051
997,0.000052
998,0.000052
999,0.000053
1000,0.000053
